Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2009-09-13,2009091308,4,1,NA,00:00,0,2700,42,TB,29,29,0,13,0,NA,,NA,END QUARTER 1,1,0,0,0,NA,NA,NA,0,0,NA,Quarter End,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,TB,DAL,0,None,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2009
2009-09-13,2009091308,4,2,1,15:00,15,2700,0,TB,35,65,10,27,0,1,TB,DAL,(15:00) B.Leftwich pass short left to D.Ward to TB 49 for 14 yards (T.Newman) [M.Spears].,1,14,0,0,NA,NA,NA,0,0,NA,Pass,B.Leftwich,00-0022177,1,Complete,Short,3,11,1,left,0,NA,NA,None,0,NA,NA,D.Ward,00-0022770,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,6,-6,6,TB,DAL,0,None,3,3,2,3,2,0.03966986591343835,0.11952921571231823,0.0017604557430434989,0.18028937016188182,0.2636281290223768,0.003383335567693068,0.3917396278792482,0,0,1.9156943036010392,1.0541385897625113,-0.2490392590800985,1.3031778488426098,0.3573819711018358,0.6426180288981642,0.39130601741269977,0.6086939825873002,0.3573819711018358,0.03392404631086399,-0.00863134331669474,0.042555389627558726,2009
2009-09-13,2009091308,4,2,1,14:18,15,2658,42,TB,49,51,10,36,0,0,TB,DAL,(14:18) D.Ward up the middle to DAL 42 for 9 yards (G.Sensabaugh).,1,9,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,D.Ward,00-0022770,1,middle,NA,NA,None,0,NA,NA,NA,G.Sensabaugh,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,6,-6,6,TB,DAL,0,None,3,3,2,3,2,0.033071623459522075,0.08218461649558066,5.191951373722522e-4,0.12351033310100694,0.3067099627241163,0.003232461383415028,0.45077180769898667,0,0,2.9698328933635505,0.8712154424392486,NA,NA,0.39130601741269977,0.6086939825873002,0.41897502075709653,0.5810249792429034,0.39130601741269977,0.02766900334439676,NA,NA,2009
2009-09-13,2009091308,4,2,2,13:41,14,2621,37,DAL,42,42,1,36,0,0,TB,DAL,(13:41) D.Ward right guard to DAL 42 for no gain (B.James).,1,0,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,D.Ward,00-0022770,1,right,guard,NA,None,0,NA,NA,NA,B.James,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,6,-6,6,TB,DAL,0,None,3,3,2,3,2,0.03064009104995978,0.05711673274445965,2.3706541733047333e-4,0.08264566292961203,0.2998522274612745,0.0029443839574489644,0.5265638364399146,0,0,3.841048335802799,-0.552648262780894,NA,NA,0.41897502075709653,0.5810249792429034,0.4014460601897985,0.5985539398102014,0.41897502075709653,-0.017528960567298024,NA,NA,2009
2009-09-13,2009091308,4,2,3,13:05,14,2585,36,DAL,42,42,1,38,0,0,TB,DAL,(13:05) B.Leftwich up the middle to DAL 40 for 2 yards (K.Brooking). QB Sneak,1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,B.Leftwich,00-0022177,1,middle,NA,NA,None,0,NA,NA,NA,K.Brooking,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,6,-6,6,TB,DAL,0,None,3,3,2,3,2,0.03801385092206151,0.07029438468519417,4.86914765110204e-4,0.10452858548138014,0.31538600374360765,0.0026465358143955894,0.4686437245882507,0,0,3.288400073021905,0.30483457592581864,NA,NA,0.4014460601897985,0.5985539398102016,0.39673878047609595,0.6032612195239041,0.4014460601897985,-0.00470727971370255,NA,NA,2009
2009-09-13,2009091308,4,2,NA,13:05,14,2585,0,DAL,42,42,0,38,0,NA,,NA,Timeout #1 by TB at 13:05.,1,0,0,0,NA,NA,NA,0,0,NA,Timeout,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,TB,DAL,1,TB,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2009
2009-09-13,2009091308,4,2,1,12:25,13,2545,40,DAL,40,40,10,38,0,0,TB,DAL,(12:25) B.Leftwich pass incomplete deep right to K.Winslow (D.Ware).,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Leftwich,00-0022177,1,Incomplete Pass,Deep,35,0,0,right,0,NA,NA,None,0,NA,NA,K.Winslow,00-0022922,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,6,-6,6,TB,DAL,0,None,2,2,2,2,2,0.03778499528538224,0.058317703111380854,1.8923253891411275e-4,0.0871271554530836,0.330691182507543,0.002969070743444272,0.4829206603602518,0,0,3.593234648947724,-0.5055074612292882,1.5552993172193217,-2.06080677844861,0.39673878047609595,0.603261219523904,0.3807665216431552,0.6192334783568447,0.39673878047609595,-0.015972258832940733,0.04811200240500152,-0.06408426123794225,2009
2009-09-13,2009091308,4,2,2,12:18,13,2538,7,DAL,40,40,10,73,0,1,TB,DAL,(12:18) C.Williams right tackle pushed ob at DAL 5 for 35 yards (G.Sensabaugh).,1,35,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,C.Williams,00-0023440,1,right,tackle,NA,None,0,NA,NA,NA,G.Sensabaugh,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,6,-6,6,TB,DAL,0,None,2,2,2,2,2,0.042330038055054975,0.06962377727386271,3.8372081866349674e-4,0.10559628183194537,0.3554294328956333,0.0032411217119622795,0.42339562741287773,0,0,3.0877271877184356,2.596128608285184,NA,NA,0.3807665216431552,0.6192334783568447,0.4623460899090242,0.5376539100909757,0.3807665216431552,0.08157956826586898,NA,NA,2009
2009-09-13,2009091308,4,2,1,11:45,12,2505,33,DAL,5,5,5,77,1,0,TB,DAL,"(11:45) D.Ward up the middle to DAL 1 for 4 yards (J.Ratliff, K.Brooking).",1,4,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,D.Ward,00-0022770,1,middle,NA,NA,None,0,NA,NA,NA,J.Ratliff,K.Brooking,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,6,-6,6,TB,DAL,0,None,2,2,2,2,2,0.00958845672598865,0.010621429233433038,1.026104052667079e-5,0.012596910276901086,0.2394734452934724,0.0016935680329767846,0.7260159293967013,0,0,5.68385579600362,0.4441696691832835,NA,NA,0.4623460899090242,0.5376539100909759,0.477977383007147,0.522022616992853,0.4623460899090242,0.015631293098122778,NA,NA,2009
2009-09-13,2009091308,4,2,2,11:05,12,2465,40,DAL,1,1,1,77,1,0,TB,DAL,(11:05) D.Ward up the middle to DAL 1 for no gain (D.Ware).,1,0,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,D.Ward,00-0022770,1,middle,NA,NA,None,0,NA,NA,NA,D.Ware,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,6,-6,6,TB,DAL,0,None,2,2,2,2,2,0.008421436385233839,0.010468309853771262,2.0011417678497524e-4,0.013922128934257823,0.1223084338413594,0.004479362708526909,0.8402002141000657,0,0,6.128025465186903,-0.47757653612321427,NA,NA,0.477977383007147,0.522022616992853,0.4665616896141525,0.5334383103858475,0.477977383007147,-0.011415693392994475,NA,NA,2009
2009-09-13,2009091308,4,2,3,10:26,11,2426,39,DAL,1,1,1,78,1,0,TB,DAL,"(10:26) C.Williams up the middle for 1 yard, TOUCHDOWN.",1,1,1,1,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,C.Williams,00-0023440,1,middle,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,6,-6,6,TB,DAL,0,None,2,2,2,2,2,0.013123668597186212,0.014430781356855224,5.796407601949527e-4,0.02057688971628621,0.1986116040478201,0.005127587625282603,0.7475498278963747,0,0,5.650448929063689,1.349551070936311,NA,NA,0.4665616896141525,0.5334383103858475,0.5074706631059137,0.49252933689408634,0.4665616896141525,0.0409089734917612,NA,NA,2009
2009-09-13,2009091308,4,2,NA,10:19,11,2419,7,DAL,2,2,0,78,0,0,TB,DAL,"(Kick formation) M.Nugent extra point is GOOD, Center-A.Economos, Holder-D.Johnson.",1,0,1,0,Made,NA,NA,0,0,NA,Extra Point,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,6,0,0,TB,DAL,0,None,2,2,2,2,2,0,0,0,0,0,0,0,0.9907954004544309,0,0.9907954004544309,0.00920459954556907,NA,NA,0.5074706631059137,0.4925293368940863,0.5349105535224192,0.46508944647758077,0.5074706631059137,0.02743989041650552,NA,NA,2009
2009-09-13,2009091308,5,2,NA,10:19,11,2419,0,TB,30,30,0,0,0,NA,DAL,TB,M.Nugent kicks 67 yards from TB 30 to DAL 3. F.Jones to DAL 17 for 14 yards (Q.Black).,1,14,0,0,NA,NA,NA,0,0,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,F.Jones,NA,Q.Black,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.14937127561232819,0.14720611355720886,0.005344138750417657,0.22016948596297325,0.1886787961533451,0.0029240856542423056,0.2863061043094847,0,0,0.5825342700216383,-0.2546022112315902,NA,NA,0.5349105535224192,0.46508944647758077,0.5420024682145625,0.4579975317854374,0.46508944647758077,-0.007091914692143375,NA,NA,2009
2009-09-13,2009091308,5,2,1,10:12,11,2412,7,DAL,17,83,10,23,0,1,DAL,TB,(10:12) M.Barber up the middle pushed ob at DAL 40 for 23 yards (S.Piscitelli).,1,23,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,M.Barber,00-0023544,1,middle,NA,NA,None,0,NA,NA,NA,S.Piscitelli,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.1601586458216702,0.15414124683653074,0.006707227287772251,0.2305824778698796,0.17668980663914716,0.002853197953619966,0.2688673975913801,0,0,0.32793205879004805,1.8750683040434462,NA,NA,0.5420024682145625,0.4579975317854374,0.48331553287165735,0.5166844671283426,0.4579975317854374,0.0586869353429052,NA,NA,2009
2009-09-13,2009091308,5,2,1,09:48,10,2388,24,DAL,40,60,10,26,0,0,DAL,TB,(9:48) M.Barber up the middle to DAL 43 for 3 yards (R.Miller).,1,3,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,M.Barber,00-0023544,1,middle,NA,NA,None,0,NA,NA,NA,R.Miller,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.11333625779738576,0.09541976868186307,0.001034226575771093,0.14212965713109696,0.25878999678208237,0.0030329839241097683,0.38625710910769107,0,0,2.203000362833494,-0.24521628853951327,NA,NA,0.4833155328716574,0.5166844671283426,0.48708201624575975,0.5129179837542402,0.5166844671283426,-0.0037664833741023473,NA,NA,2009
2009-09-13,2009091308,5,2,2,09:08,10,2348,40,DAL,43,57,7,26,0,0,DAL,TB,(9:08) (Shotgun) T.Romo pass incomplete short right to P.Crayton [G.Adams].,1,0,0,0,NA,NA,NA,0,0,NA,Pass,T.Romo,00-0021678,1,Incomplete Pass,Short,9,0,1,right,0,NA,NA,None,0,NA,NA,P.Crayton,00-0022766,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.12969378674764517,0.09949183906256436,0.0011694418332057785,0.1481086220190749,0.2598281454988299,0.003216552217127873,0.35849161262155205,0,0,1.957784074293981,-0.8109774136932935,1.0363712613828464,-1.8473486750761399,0.48708201624575975,0.5129179837542402,0.5108648425979077,0.4891351574020923,0.5129179837542402,-0.023782826352147957,0.03270274460578082,-0.05648557095792878,2009
2009-09-13,2009091308,5,2,3,09:00,9,2340,8,DAL,43,57,7,26,0,0,DAL,TB,(9:00) (Shotgun) T.Romo pass incomplete short middle to P.Crayton (R.Barber) [J.Wilkerson].,1,0,0,0,NA,NA,NA,0,0,NA,Pass,T.Romo,00-0021678,1,Incomplete Pass,Short,12,0,1,middle,0,NA,NA,None,0,NA,NA,P.Crayton,00-0022766,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.14157017340635064,0.12373392728301388,0.0016524413147363424,0.1856803295550303,0.24787705093772577,0.003791612674152755,0.29569446482899014,0,0,1.1468066606006875,-1.4987147700460153,2.0234921149353635,-3.5222068849813786,0.5108648425979077,0.4891351574020923,0.555701426699611,0.4442985733003889,0.4891351574020923,-0.04483658410170338,0.06284853585983902,-0.1076851199615424,2009
2009-09-13,2009091308,5,2,4,08:52,9,2332,8,DAL,43,57,7,26,0,1,DAL,TB,"(8:52) (Punt formation) M.McBriar punts 57 yards to end zone, Center-L.Ladouceur, Touchback.",1,0,0,0,NA,NA,NA,0,0,Clean,Punt,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,Touchback,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.17829638455106633,0.17401966451486423,0.002656457818284687,0.25177356058574507,0.19742568828777812,0.005039210144623055,0.19078903409763845,0,0,-0.3519081094453278,-0.2151726970572776,NA,NA,0.5557014266996111,0.4442985733003889,0.5340803159630532,0.46591968403694684,0.4442985733003889,0.021621110736557925,NA,NA,2009
2009-09-13,2009091308,6,2,1,08:42,9,2322,10,TB,20,80,10,30,0,1,TB,DAL,(8:42) B.Leftwich pass deep left to A.Bryant pushed ob at 50 for 30 yards (T.Newman).,1,30,0,0,NA,NA,NA,0,0,NA,Pass,B.Leftwich,00-0022177,1,Complete,Deep,17,13,0,left,0,NA,NA,None,0,NA,NA,A.Bryant,00-0021191,1,NA,NA,NA,T.Newman,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,7,6,1,1,TB,DAL,0,None,2,2,2,2,2,0.20603280394012743,0.13693145429944986,0.004964091292536552,0.20405127477111887,0.17659679953791863,0.002718631268367323,0.26870494489048136,0,0,0.5670808065026054,2.238335365896199,1.345146796356166,0.8931885695400328,0.5340803159630532,0.46591968403694684,0.610605693753928,0.38939430624607196,0.5340803159630532,0.07652537779087487,0.043778304492603115,0.032747073298271756,2009
2009-09-13,2009091308,6,2,1,08:09,9,2289,33,MID,50,50,10,32,0,0,TB,DAL,(8:09) D.Ward right guard to DAL 48 for 2 yards (M.Spears).,1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,D.Ward,00-0022770,1,right,guard,NA,None,0,NA,NA,NA,M.Spears,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,7,6,1,1,TB,DAL,0,None,2,2,2,2,2,0.1271873955015509,0.07050806281588176,4.1706058230370864e-4,0.10447670959856462,0.279648752874495,0.0028337879625806887,0.41492823066462325,0,0,2.8054161723988043,-0.35170515236954225,NA,NA,0.610605693753928,0.38939430624607196,0.6010663758253347,0.39893362417466527,0.610605693753928,-0.009539317928593305,NA,NA,2009
2009-09-13,2009091308,6,2,2,07:34,8,2254,35,DAL,48,48,8,34,0,0,TB,DAL,"(7:34) D.Ward left tackle to DAL 46 for 2 yards (D.Ware, T.Newman).",1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,D.Ward,00-0022770,1,left,tackle,NA,None,0,NA,NA,NA,D.Ware,T.Newman,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,7,6,1,1,TB,DAL,0,None,2,2,2,2,2,0.14672551225320962,0.0760769054559864,5.91688391526745e-4,0.11340025108381496,0.2876397388914741,0.002990734675072149,0.3725751692489161,0,0,2.453711020029262,-0.5407451920162727,NA,NA,0.6010663758253347,0.39893362417466527,0.5851622808917898,0.4148377191082102,0.6010663758253347,-0.015904094933544943,NA,NA,2009
2009-09-13,2009091308,6,2,3,06:50,7,2210,44,DAL,46,46,6,34,0,0,TB,DAL,(6:50) (Shotgun) B.Leftwich pass incomplete short left to D.Ward.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Leftwich,00-0022177,1,Incomplete Pass,Short,6,0,0,left,0,NA,NA,None,0,NA,NA,D.Ward,00-0022770,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,7,6,1,1,TB,DAL,0,None,2,2,2,2,2,0.17642858992678065,0.08492357797053189,7.075139940641855e-4,0.12820028540726686,0.2961485679613675,0.003406473860088621,0.31018499087990026,0,0,1.9129658280129893,-1.3880046682019365,1.3751826398809774,-2.763187308082914,0.5851622808917898,0.4148377191082102,0.5407720327951514,0.4592279672048486,0.5851622808917898,-0.044390248096638385,0.04744314819142459,-0.09183339628806297,2009
2009-09-13,2009091308,6,2,4,06:43,7,2203,7,DAL,46,46,6,34,0,1,TB,DAL,"(6:43) (Punt formation) D.Johnson punts 36 yards to DAL 10, Center-A.Economos, fair catch by P.Crayton.",1,0,0,0,NA,NA,NA,0,0,Clean,Punt,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,Fair Catch,P.Crayton,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,7,6,1,1,TB,DAL,0,None,2,2,2,2,2,0.23396622611509257,0.11937987254377115,0.0013786285279987693,0.17479546325583947,0.2900682414712696,0.004731884745353354,0.175679683340675,0,0,0.5249611598110528,-0.36644622976804553,NA,NA,0.5407720327951514,0.4592279672048486,0.541049852071356,0.45895014792864397,0.5407720327951514,2.778192762046272e-4,NA,NA,2009
2009-09-13,2009091308,7,2,1,06:33,7,2193,10,DAL,10,90,10,3,0,0,DAL,TB,(6:33) M.Barber left end to DAL 13 for 3 yards (J.Phillips).,1,3,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,M.Barber,00-0023544,1,left,end,NA,None,0,NA,NA,NA,J.Phillips,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.3406821548672228,0.13621873301365045,0.009018700874807752,0.2022968194685623,0.12188672009506188,0.0021363710045109036,0.187760500676184,0,0,-0.15851493004300732,-0.17104313299815344,NA,NA,0.541049852071356,0.45895014792864397,0.5459943985637803,0.4540056014362197,0.45895014792864397,-0.004944546492424262,NA,NA,2009
2009-09-13,2009091308,7,2,2,05:47,6,2147,46,DAL,13,87,7,3,0,0,DAL,TB,(5:47) (Shotgun) T.Romo pass incomplete deep left to J.Witten.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,T.Romo,00-0021678,1,Incomplete Pass,Deep,29,0,0,left,0,NA,NA,None,0,NA,NA,J.Witten,00-0022127,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.3761829874425773,0.1375149982689135,0.006840914463385929,0.2018214147031725,0.1057074339542904,0.0022458792843870344,0.16968637188327337,0,0,-0.32955806304116075,-0.5688317330785149,2.3625288029777356,-2.9313605360562507,0.5459943985637803,0.4540056014362197,0.5641066115665938,0.43589338843340625,0.4540056014362197,-0.01811221300281346,0.07239001458453165,-0.09050222758734511,2009
2009-09-13,2009091308,7,2,3,05:37,6,2137,10,DAL,13,87,7,8,0,0,DAL,TB,(5:37) (Shotgun) T.Romo pass short left to T.Choice pushed ob at DAL 18 for 5 yards (B.Ruud).,1,5,0,0,NA,NA,NA,0,0,NA,Pass,T.Romo,00-0021678,1,Complete,Short,-3,8,0,left,0,NA,NA,None,0,NA,NA,T.Choice,00-0026262,1,NA,NA,NA,B.Ruud,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.36830402732206713,0.16398998023840253,0.007830700961556322,0.23517115793616677,0.0764837160240905,0.002310883724895164,0.14590953379282146,0,0,-0.8983897961196756,-0.28527772125447837,-1.013023637795207,0.7277459165407287,0.5641066115665938,0.43589338843340625,0.573704960103662,0.42629503989633805,0.43589338843340625,-0.009598348537068202,-0.03328982004096642,0.02369147150389822,2009
2009-09-13,2009091308,7,2,4,05:15,6,2115,22,DAL,18,82,2,13,0,1,DAL,TB,"(5:15) (Punt formation) M.McBriar punts 45 yards to TB 37, Center-L.Ladouceur, fair catch by C.Smith. PENALTY on TB-S.Piscitelli, Running Into the Kicker, 5 yards, enforced at DAL 18 - No Play.",1,0,0,0,NA,NA,NA,0,0,Clean,No Play,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,Fair Catch,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,1,TB,Running Into the Kicker,S.Piscitelli,5,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.36094997392831873,0.18198331135266443,0.004460144859321439,0.2612559633600127,0.03166854897010496,0.0025571199389575064,0.15712493759062018,0,0,-1.183667517374154,1.8593393130419344,NA,NA,0.5737049601036619,0.42629503989633805,0.5155855872684934,0.48441441273150654,0.42629503989633805,0.05811937283516849,NA,NA,2009
2009-09-13,2009091308,7,2,1,05:06,6,2106,9,DAL,23,77,10,15,0,0,DAL,TB,"(5:06) F.Jones right tackle to DAL 25 for 2 yards (G.Hayes, Q.Black).",1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,F.Jones,00-0026162,1,right,tackle,NA,None,0,NA,NA,NA,G.Hayes,Q.Black,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.36865419991159637,0.10142413280155113,0.003057672159305806,0.14984213407251662,0.14835158525578784,0.002158441892679421,0.2265118339065628,0,0,0.6756717956677806,-0.3042967713823602,NA,NA,0.5155855872684935,0.48441441273150654,0.5261837340979318,0.47381626590206816,0.48441441273150654,-0.010598146829438382,NA,NA,2009
2009-09-13,2009091308,7,2,2,04:25,5,2065,41,DAL,25,75,8,15,0,0,DAL,TB,(4:25) T.Romo pass incomplete short right to R.Williams (A.Talib).,1,0,0,0,NA,NA,NA,0,0,NA,Pass,T.Romo,00-0021678,1,Incomplete Pass,Short,8,0,0,right,0,NA,NA,None,0,NA,NA,R.Williams,00-0022909,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.4074837568215613,0.10491674669352408,0.0029891607755619695,0.1543528498504128,0.1320188387331224,0.002230702242016676,0.1960079448838008,0,0,0.37137502428542035,-0.5815368381964341,0.9027619975930241,-1.4842988357894582,0.5261837340979318,0.47381626590206816,0.5444143630440631,0.4555856369559369,0.47381626590206816,-0.018230628946131255,0.027439135631770695,-0.04566976457790195,2009
2009-09-13,2009091308,7,2,3,04:20,5,2060,5,DAL,25,75,8,35,0,1,DAL,TB,(4:20) (Shotgun) T.Romo pass short middle to J.Witten to DAL 45 for 20 yards (S.Piscitelli).,1,20,0,0,NA,NA,NA,0,0,NA,Pass,T.Romo,00-0021678,1,Complete,Short,10,10,0,middle,0,NA,NA,None,0,NA,NA,J.Witten,00-0022127,1,NA,NA,NA,S.Piscitelli,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.4101884870806031,0.12729261100079164,0.003648258416075709,0.18525186253263354,0.1067934724479052,0.002476400669140741,0.16434890785285006,0,0,-0.21016181391101374,2.1657764648141757,1.6067947819572976,0.5589816828568781,0.5444143630440631,0.4555856369559369,0.4794261729138073,0.5205738270861927,0.4555856369559369,0.06498819013025581,0.049239081433666176,0.01574910869658963,2009
2009-09-13,2009091308,7,2,1,03:33,4,2013,47,DAL,45,55,10,35,0,0,DAL,TB,(3:33) T.Romo pass incomplete short left to D.Anderson.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,T.Romo,00-0021678,1,Incomplete Pass,Short,1,0,0,left,0,NA,NA,None,0,NA,NA,D.Anderson,00-0025582,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,7,-1,1,TB,DAL,0,None,2,2,2,2,2,0.33521091989669133,0.061055142949546545,4.865485977761228e-4,0.08959480890111042,0.2044395783659676,0.0021785809730263833,0.3070344203158816,0,0,1.9556146509031618,-0.46290671758279744,-0.36564158537757674,-0.0972651322052207,0.4794261729138073,0.5205738270861927,0.49391557352621407,0.5060844264737859,0.5205738270861927,-0.014489400612406778,-0.01145933987930059,-0.003030060733106188,2009
